"idx_sin","gar_sin","surv_sin","decl_sin","clo_sin","gest_sin","mt_eval","mt_regl","incoh_decl_before_surv","incoh_gest_before_decl","incoh_clo_before_surv","incoh_neg_eval","incoh_neg_regl","delai_declaration_jours","sinistre_cloturé","sinistre_payé"
"S18-5506641","AssVHR",2018-12-24,2018-12-27,2019-05-09,2019-05-09,224.04,224.04,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S18-5737039","AssBase",2018-10-04,2018-10-07,2018-12-06,2018-12-06,224.73,224.73,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S18-5787953","AssVHR",2018-12-06,2018-12-06,2019-04-07,2019-04-07,287.47,287.47,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-5801174","AssVHR",2018-09-26,2018-09-27,2019-01-20,2019-01-20,273.33,273.33,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-5816641","AssVHR",2018-12-03,2018-12-03,2018-12-03,2018-12-03,207.54,207.54,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-5960080","AssBase",2018-12-12,2018-12-13,2019-02-05,2019-02-05,279.45,279.45,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-5977728","AssBase",2018-12-29,2019-01-01,2019-02-16,2019-02-16,268.46,268.46,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S18-5997557","AssVHR",2018-11-28,2018-12-01,2019-03-17,2019-03-17,269.26,269.26,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S18-6008297","AssVHR",2018-10-07,2018-10-07,2019-04-06,2019-04-06,280.99,280.99,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-6020047","Ass0km",2018-12-06,2018-12-08,2019-01-26,2019-01-26,244.04,244.04,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-6024984","AssVHR",2018-09-30,2018-09-30,2019-04-10,2019-04-10,256,256,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-6065104","AssBase",2018-11-19,2018-11-30,2019-01-20,2019-01-20,206.97,206.97,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,1
"S18-6142086","Ass0km",2018-12-29,2019-01-02,2019-02-06,2019-02-06,207.04,207.04,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S18-6221616","AssVHR",2018-11-26,2018-12-07,2019-06-04,2019-06-04,240.97,240.97,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,1
"S18-6223494","AssVHR",2018-10-19,2018-10-19,2019-05-28,2019-05-28,275.59,275.59,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-6286413","AssVHR",2018-09-10,2018-09-12,2019-02-26,2019-02-26,230.91,230.91,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-6311170","AssBase",2018-12-18,2018-12-18,2019-02-12,2019-02-12,261.58,261.58,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-6331631","AssBase",2018-12-03,2018-12-10,2019-01-12,2019-01-12,246.21,246.21,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1
"S18-6416564","AssVHR",2018-10-01,2018-10-03,2019-01-16,2019-01-16,218.02,218.02,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-6420840","AssVHR",2018-12-23,2018-12-27,2019-07-28,2019-07-28,220.47,220.47,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S18-6430993","Ass0km",2018-11-03,2018-11-03,2019-01-20,2019-01-20,241.1,241.1,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-6484982","AssBase",2018-12-27,2018-12-29,2019-07-11,2019-07-11,282.62,282.62,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-6521851","AssVHR",2018-10-07,2018-10-08,2019-02-09,2019-02-09,209.09,209.09,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-6527779","Ass0km",2018-12-15,2018-12-16,2019-06-30,2019-06-30,213.25,213.25,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-6588840","Ass0km",2018-09-11,2018-09-11,2018-11-02,2018-11-02,197.24,197.24,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-6593585","Ass0km",2018-09-04,2018-09-04,2019-07-22,2019-07-22,254.67,254.67,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-6606921","Ass0km",2018-09-10,2018-09-27,2018-12-27,2018-12-27,242.12,242.12,FALSE,FALSE,FALSE,FALSE,FALSE,17,1,1
"S18-6676821","AssBase",2018-10-11,2018-10-14,2018-11-02,2018-11-02,221.88,221.88,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S18-6721743","Ass0km",2018-11-09,2018-11-21,2019-01-17,2019-01-17,234.4,234.4,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1
"S18-6761619","AssBase",2018-09-09,2018-09-11,2018-10-11,2018-10-11,278.12,278.12,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-6772769","Ass0km",2018-12-14,2018-12-15,2019-02-05,2019-02-05,265.03,265.03,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-6924012","Ass0km",2018-12-26,2018-12-27,2019-02-11,2019-02-11,189.93,189.93,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-6955428","AssVHR",2018-09-14,2018-09-14,2018-09-14,2018-09-14,269.01,269.01,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-6963907","AssVHR",2018-12-04,2018-12-04,2019-03-26,2019-03-26,248.34,248.34,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-6972694","Ass0km",2018-11-19,2018-11-25,2018-12-27,2018-12-27,228.85,228.85,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S18-7081996","AssVHR",2018-11-02,2018-11-04,2019-04-05,2019-04-05,238.61,238.61,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-7109203","AssBase",2018-09-02,2018-09-02,2018-09-02,2018-09-02,274.35,274.35,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-7174508","Ass0km",2018-09-16,2018-09-16,2019-01-10,2019-01-10,239.67,239.67,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-7205308","AssVHR",2018-12-11,2018-12-13,2019-03-17,2019-03-17,233.5,233.5,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-7222398","Ass0km",2018-12-03,2018-12-04,2018-12-22,2018-12-22,227.8,227.8,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-7356782","AssVHR",2018-12-29,2019-01-09,2019-10-04,2019-10-04,302.13,302.13,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,1
"S18-7382545","Ass0km",2018-10-02,2018-10-04,2019-02-11,2019-02-11,241.29,241.29,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-7437515","AssVHR",2018-10-23,2018-10-24,2019-03-08,2019-03-08,204.32,204.32,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-7447186","AssBase",2018-10-12,2018-10-13,2018-11-23,2018-11-23,235.29,235.29,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-7459521","Ass0km",2018-12-30,2019-01-09,2019-03-18,2019-03-18,341.69,341.69,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,1
"S18-7487167","Ass0km",2018-12-01,2018-12-05,2019-01-01,2019-01-01,227.59,227.59,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S18-7526560","Ass0km",2018-12-28,2018-12-30,2019-04-26,2019-04-26,306.3,306.3,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-7534470","AssBase",2018-11-06,2018-11-06,2018-11-06,2018-11-06,324.59,324.59,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-7575455","AssBase",2018-09-11,2018-09-14,2018-09-24,2018-09-24,270,270,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S18-7579175","AssVHR",2018-09-21,2018-09-21,2018-12-28,2018-12-28,261.72,261.72,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-7607164","Ass0km",2018-11-19,2018-12-04,2019-02-05,2019-02-05,221.59,221.59,FALSE,FALSE,FALSE,FALSE,FALSE,15,1,1
"S18-7658349","Ass0km",2018-11-04,2018-11-14,2018-12-11,2018-12-11,233.01,233.01,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,1
"S18-7700622","AssVHR",2018-11-05,2018-11-06,2019-02-19,2019-02-19,258.62,258.62,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-7717385","Ass0km",2018-09-11,2018-09-22,2018-12-04,2018-12-04,235.33,235.33,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,1
"S18-7787158","AssBase",2018-10-25,2018-10-25,2019-01-07,2019-01-07,228.62,228.62,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-7808160","AssBase",2018-12-24,2018-12-24,2018-12-24,2018-12-24,328.12,328.12,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-7878675","AssBase",2018-11-04,2018-11-09,2019-02-26,2019-02-26,253.52,253.52,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S18-7882285","Ass0km",2018-09-24,2018-09-24,2018-10-16,2018-10-16,221.18,221.18,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-7895767","AssBase",2018-11-06,2018-11-07,2019-05-20,2019-05-20,290.24,290.24,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-7917132","AssVHR",2018-11-22,2018-11-23,2019-06-04,2019-06-04,204.86,204.86,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-7923098","AssBase",2018-10-29,2018-10-29,2018-10-29,2018-10-29,237.01,237.01,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-7927714","AssBase",2018-12-06,2018-12-07,2018-12-07,2018-12-07,298.43,298.43,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-7930827","AssBase",2018-12-26,2019-01-04,2019-03-16,2019-03-16,183.11,183.11,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1
"S18-7937477","AssBase",2018-10-17,2018-10-17,2018-10-17,2018-10-17,253.71,253.71,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8034879","Ass0km",2018-10-02,2018-10-02,2019-01-17,2019-01-17,301.13,301.13,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8035833","AssVHR",2018-09-03,2018-09-03,2018-09-03,2018-09-03,250.97,250.97,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8102033","AssBase",2018-12-17,2018-12-17,2019-01-17,2019-01-17,299.32,299.32,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8163420","Ass0km",2018-12-22,2019-01-04,2019-02-05,2019-02-05,287.17,287.17,FALSE,FALSE,FALSE,FALSE,FALSE,13,1,1
"S18-8198606","AssBase",2018-10-31,2018-11-01,2018-12-09,2018-12-09,299.93,299.93,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-8230916","AssVHR",2018-10-07,2018-10-07,2019-02-05,2019-02-05,228.99,228.99,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8240545","Ass0km",2018-10-30,2018-10-31,2018-12-20,2018-12-20,231.23,231.23,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-8251370","AssBase",2018-12-06,2018-12-06,2018-12-29,2018-12-29,241.91,241.91,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8262643","AssVHR",2018-12-26,2018-12-28,2019-03-31,2019-03-31,268.33,268.33,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-8294127","AssBase",2018-09-24,2018-09-29,2018-09-29,2018-09-29,227.85,227.85,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S18-8375204","Ass0km",2018-09-10,2018-09-14,2018-10-12,2018-10-12,200.47,200.47,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S18-8456740","AssVHR",2018-10-16,2018-10-16,2019-01-31,2019-01-31,260.97,260.97,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8549518","Ass0km",2018-10-04,2018-10-04,2018-10-19,2018-10-19,239.95,239.95,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8570329","AssBase",2018-09-13,2018-09-13,2018-11-21,2018-11-21,244.16,244.16,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8570842","Ass0km",2018-10-31,2018-10-31,2019-02-02,2019-02-02,275.26,275.26,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8590736","AssVHR",2018-12-21,2018-12-30,2019-08-23,2019-08-23,276.23,276.23,FALSE,FALSE,FALSE,FALSE,FALSE,9,1,1
"S18-8594938","AssBase",2018-10-23,2018-10-26,2018-11-06,2018-11-06,239.49,239.49,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S18-8677141","Ass0km",2018-12-17,2018-12-17,2019-01-05,2019-01-05,194.21,194.21,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8769984","Ass0km",2018-11-09,2018-11-12,2019-01-07,2019-01-07,245.75,245.75,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S18-8792260","Ass0km",2018-11-09,2018-11-09,2018-11-19,2018-11-19,228.22,228.22,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8930271","AssBase",2018-09-05,2018-09-08,2019-01-02,2019-01-02,195.68,195.68,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S18-8932799","Ass0km",2018-09-11,2018-09-12,2019-04-01,2019-04-01,282.5,282.5,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-8939766","Ass0km",2018-11-18,2018-11-19,2019-02-26,2019-02-26,245.57,245.57,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-8970986","Ass0km",2018-12-02,2018-12-02,2019-01-26,2019-01-26,279.37,279.37,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-8991554","AssVHR",2018-12-08,2018-12-08,2019-08-19,2019-08-19,269.26,269.26,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-9018017","AssBase",2018-09-13,2018-09-13,2018-10-28,2018-10-28,225.98,225.98,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-9026507","AssBase",2018-12-26,2018-12-31,2019-02-05,2019-02-05,260.06,260.06,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S18-9069744","Ass0km",2018-11-26,2018-11-28,2018-12-12,2018-12-12,237.2,237.2,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-9127493","AssVHR",2018-11-03,2018-11-03,2019-04-28,2019-04-28,263.81,263.81,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-9178023","Ass0km",2018-09-09,2018-09-12,2018-09-27,2018-09-27,300.61,300.61,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S18-9184996","AssBase",2018-11-30,2018-11-30,2018-12-08,2018-12-08,225.78,225.78,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-9189515","AssBase",2018-10-05,2018-10-07,2018-10-17,2018-10-17,269.9,269.9,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S18-9241770","AssBase",2018-11-03,2018-11-03,2018-11-19,2018-11-19,253.26,253.26,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-9256117","AssBase",2018-09-29,2018-09-29,2018-11-12,2018-11-12,272.83,272.83,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-9278577","Ass0km",2018-11-06,2018-11-06,2019-01-08,2019-01-08,258.15,258.15,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-9395534","AssBase",2018-10-04,2018-10-04,2018-11-16,2018-11-16,226.77,226.77,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S18-9402077","AssVHR",2018-11-13,2018-11-14,2019-05-08,2019-05-08,242.59,242.59,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S18-9448037","AssBase",2018-09-28,2018-10-12,2019-02-15,2019-02-15,259.51,259.51,FALSE,FALSE,FALSE,FALSE,FALSE,14,1,1
"S19-0042612","AssBase",2019-11-12,2019-11-13,2020-05-12,2020-05-12,172.35,172.35,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0043200","AssBase",2019-06-07,2019-06-07,2019-06-25,2019-06-25,215.49,215.49,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0043587","AssBase",2019-08-18,2019-08-20,2019-09-25,2019-09-25,115.21,115.21,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-0043698","AssBase",2019-01-07,2019-01-22,2019-11-25,2019-11-25,212.41,212.41,FALSE,FALSE,FALSE,FALSE,FALSE,15,1,1
"S19-0043822","AssBase",2019-10-25,2019-11-04,2019-12-02,2019-12-02,292.92,292.92,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,1
"S19-0043956","AssBase",2019-03-25,2019-03-30,2019-04-13,2019-04-13,182.48,182.48,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S19-0044202","AssBase",2019-09-19,2019-10-05,2019-10-05,2019-10-05,202.98,202.98,FALSE,FALSE,FALSE,FALSE,FALSE,16,1,1
"S19-0044796","AssBase",2019-02-15,2019-02-16,2019-03-04,2019-03-04,231.53,231.53,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0045005","AssBase",2019-07-30,2019-07-30,2019-11-12,2019-11-12,230.02,230.02,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0045462","AssBase",2019-11-14,2019-11-26,2019-11-26,2019-11-26,207.76,207.76,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1
"S19-0045482","AssBase",2019-05-21,2019-05-21,2019-07-18,2019-07-18,145.43,145.43,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0045743","AssBase",2019-05-13,2019-05-14,2019-08-30,2019-08-30,149.94,149.94,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0046341","AssBase",2019-11-11,2019-11-12,2019-12-15,2019-12-15,187.03,187.03,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0047386","AssBase",2019-07-31,2019-08-10,2020-01-10,2020-01-10,248.22,248.22,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,1
"S19-0048017","AssBase",2019-07-24,2019-07-24,2019-08-24,2019-08-24,201.49,201.49,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0048095","AssBase",2019-07-03,2019-07-04,2019-11-27,2019-11-27,168.55,168.55,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0048191","AssBase",2019-12-19,2019-12-22,2020-03-17,2020-03-17,232.62,232.62,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S19-0048233","AssBase",2019-05-09,2019-05-10,2020-12-21,2020-12-21,205.7,205.7,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0048253","AssBase",2019-10-09,2019-10-09,2019-10-24,2019-10-24,183.4,183.4,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0049433","AssBase",2019-11-27,2019-11-29,2019-12-10,2019-12-10,220.09,220.09,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-0049548","AssBase",2019-08-18,2019-08-19,2019-10-25,2019-10-25,165.68,165.68,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0049656","AssBase",2019-04-22,2019-04-22,2019-04-22,2019-04-22,182.52,182.52,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0050108","AssBase",2019-02-04,2019-02-09,2019-04-13,2019-04-13,208.4,208.4,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S19-0050251","AssBase",2019-08-10,2019-08-11,2019-09-07,2019-09-07,228.03,228.03,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0050526","AssBase",2019-08-19,2019-08-26,2019-09-25,2019-09-25,225.4,225.4,FALSE,FALSE,FALSE,FALSE,FALSE,7,1,1
"S19-0050668","AssBase",2019-11-06,2019-11-06,2020-05-30,2020-05-30,192.31,192.31,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0050909","AssBase",2019-01-16,2019-01-17,2019-01-26,2019-01-26,191.42,191.42,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0050974","AssBase",2019-10-26,2019-10-26,2019-11-30,2019-11-30,210.36,210.36,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0051383","AssBase",2019-12-01,2019-12-01,2020-03-15,2020-03-15,208.35,208.35,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0051610","AssBase",2019-07-16,2019-07-16,2019-11-02,2019-11-02,200.06,200.06,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0051945","AssBase",2019-03-28,2019-03-29,2019-04-10,2019-04-10,146.87,146.87,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0052004","AssBase",2019-03-10,2019-03-16,2019-04-10,2019-04-10,163.11,163.11,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S19-0052538","AssBase",2019-12-02,2019-12-13,2020-01-04,2020-01-04,189.04,189.04,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,1
"S19-0052874","AssBase",2019-06-28,2019-06-28,2019-11-20,2019-11-20,218.16,218.16,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0052997","AssBase",2019-12-28,2019-12-28,2020-01-23,2020-01-23,210.68,210.68,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0053130","AssBase",2019-02-23,2019-02-23,2019-06-04,2019-06-04,153.57,153.57,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0053488","AssBase",2019-08-12,2019-08-12,2019-09-18,2019-09-18,165.66,165.66,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0053605","AssBase",2019-01-10,2019-01-10,2019-02-11,2019-02-11,182.55,182.55,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0053711","Ass0km",2019-04-11,2019-04-11,2019-04-11,2019-04-11,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0
"S19-0053866","AssBase",2019-02-08,2019-02-10,2019-06-10,2019-06-10,219.95,219.95,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-0054616","AssBase",2019-01-13,2019-01-14,2019-08-24,2019-08-24,199.16,199.16,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0055083","AssBase",2019-04-29,2019-05-01,2019-05-01,2019-05-01,240.8,240.8,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-0055166","AssBase",2019-03-13,2019-03-14,2019-04-09,2019-04-09,130.18,130.18,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0055359","AssBase",2019-09-18,2019-09-19,2019-10-10,2019-10-10,174.91,174.91,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0055639","AssBase",2019-07-20,2019-07-22,2019-08-14,2019-08-14,215.06,215.06,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-0055854","AssBase",2019-12-11,2019-12-12,2020-12-31,2020-12-31,203.24,203.24,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0055884","AssBase",2019-07-29,2019-08-16,2019-11-10,2019-11-10,221.82,221.82,FALSE,FALSE,FALSE,FALSE,FALSE,18,1,1
"S19-0056198","AssBase",2019-10-12,2019-10-12,2019-10-28,2019-10-28,164.2,164.2,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0056409","AssBase",2019-11-30,2019-12-01,2020-04-04,2020-04-04,191.46,191.46,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0056576","AssBase",2019-09-26,2019-09-26,2019-11-21,2019-11-21,170.92,170.92,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0056666","AssBase",2019-02-15,2019-02-20,2019-02-20,2019-02-20,191.32,191.32,FALSE,FALSE,FALSE,FALSE,FALSE,5,1,1
"S19-0056698","AssBase",2019-02-06,2019-02-07,2019-05-03,2019-05-03,176.48,176.48,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0056910","AssBase",2019-09-04,2019-09-04,2019-09-27,2019-09-27,189.45,189.45,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0057622","AssBase",2019-10-08,2019-10-09,2019-12-05,2019-12-05,130.87,130.87,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0057684","AssBase",2019-03-23,2019-03-24,2019-03-24,2019-03-24,150.52,150.52,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1
"S19-0057749","AssBase",2019-01-22,2019-01-26,2019-02-09,2019-02-09,208.58,208.58,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1
"S19-0058257","AssBase",2019-08-17,2019-08-17,2019-08-29,2019-08-29,238.88,238.88,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0058307","AssBase",2019-07-02,2019-07-14,2019-07-24,2019-07-24,203.59,203.59,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1
"S19-0058527","AssBase",2019-09-20,2019-09-20,2019-10-09,2019-10-09,168.07,168.07,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0058773","AssBase",2019-12-24,2019-12-24,2020-01-12,2020-01-12,167.94,167.94,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0058791","AssBase",2019-07-17,2019-07-29,2019-08-23,2019-08-23,162.11,162.11,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1
"S19-0058847","AssBase",2019-02-01,2019-02-01,2019-04-04,2019-04-04,211.76,211.76,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0059553","AssBase",2019-07-24,2019-07-24,2019-10-15,2019-10-15,206.25,206.25,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0059643","AssBase",2019-08-08,2019-08-14,2019-09-13,2019-09-13,221.24,221.24,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1
"S19-0059716","AssBase",2019-08-14,2019-08-17,2020-12-22,2020-12-22,181.44,181.44,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1
"S19-0059759","AssBase",2019-02-28,2019-02-28,2019-04-16,2019-04-16,201.12,201.12,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0059996","AssBase",2019-07-20,2019-07-22,2019-09-23,2019-09-23,192.15,192.15,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1
"S19-0060209","AssBase",2019-12-02,2019-12-02,2020-02-03,2020-02-03,193.09,193.09,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1
"S19-0060337","AssBase",2019-10-14,2019-10-22,2020-02-02,2020-02-02,164.75,164.75,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1
"S19-0060611","AssBase",2019-10-30,2019-11-09,2019-11-28,2019-11-28,179.79,179.79,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,1
