"idx_sin","gar_sin","surv_sin","decl_sin","clo_sin","gest_sin","mt_eval","mt_regl","incoh_decl_before_surv","incoh_gest_before_decl","incoh_clo_before_surv","incoh_neg_eval","incoh_neg_regl","delai_declaration_jours","sinistre_cloturé","sinistre_payé","idx_ct","idx_year","vh_immat","sit_start_date","sit_end_date","sit_expo","drv1age","drv1sex","drv1drive_licence_type","drv1drive_licence_age","vh_age","ct_frm","ct_ass_base","ct_ass0km","ct_ass_vhr","vh_segment","vh_marque","vh_energy","vh_weight","vh_din","vh_value","vh_group","vh_class","ct_usage","ct_km","ct_deduc","claims_ant","ct_insee","id1_ass_base","id1_ass0km","id1_ass_vhr","id2_ass_base","id2_ass0km","id2_ass_vhr","id3_ass_base","id3_ass0km","id3_ass_vhr","cot_ass_base","cot_ass0km","cot_ass_vhr","duree_contrat_jours","jeune_conducteur","cotisation_total","source_id"
"S19-0057622","AssBase","2019-10-08","2019-10-09","2019-12-05","2019-12-05",130.87,130.87,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002525284",2019,"QL-6940-LP","2019-01-01","2019-12-31",1,22,"F","Cond Accompagnée",0.46,17.24,"Mini",1,0,0,"Citadine","Ford","Essence",1131,67,7307.66,9,2,"Pri","O",300,1,"16203","S19-0057622",NA,NA,NA,NA,NA,NA,NA,NA,21.81,0,0,364,1,21.81,"id1_ass_base"
"S19-0057684","AssBase","2019-03-23","2019-03-24","2019-03-24","2019-03-24",150.52,150.52,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002525326",2019,"ZL-9569-QH","2019-01-01","2019-12-31",1,46,"H","Cond Accompagnée",26.52,12.03,"Maxi",1,1,1,"Familiale","Toyota","Essence",1305,106,7472.91,5,2,"Pri","O",300,0,"33432","S19-0057684",NA,"S19-2602472",NA,NA,NA,NA,NA,NA,25.58,21.05,19.12,364,0,65.75,"id1_ass_base"
"S19-0057749","AssBase","2019-01-22","2019-01-26","2019-02-09","2019-02-09",208.58,208.58,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C002525373",2019,"DZ-8458-HX","2019-01-01","2019-12-31",1,69,"F","Traditionnel",47.76,10.99,"Mini",1,0,0,"SUV","Citroen","Electrique/Hybride",1900,87,6584.1,17,3,"Pro","N",300,0,"28148","S19-0057749",NA,NA,NA,NA,NA,NA,NA,NA,23.4,0,0,364,0,23.4,"id1_ass_base"
"S19-0058257","AssBase","2019-08-17","2019-08-17","2019-08-29","2019-08-29",238.88,238.88,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002525777",2019,"GR-0469-YC","2019-01-01","2019-12-31",1,37,"H","Traditionnel",15.46,9.07,"Mini",1,0,0,"Familiale","Autre","Essence",1208,93,11122.83,2,3,"Pro","N",200,0,"60145","S19-0058257",NA,NA,NA,NA,NA,NA,NA,NA,23.04,0,0,364,0,23.04,"id1_ass_base"
"S19-0058307","AssBase","2019-07-02","2019-07-14","2019-07-24","2019-07-24",203.59,203.59,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1,"C002525809",2019,"YS-2238-BQ","2019-01-01","2019-12-31",1,59,"F","Traditionnel",38.13,3.4,"Maxi",1,0,0,"Familiale","Peugeot","Essence",825,103,15655.14,9,4,"Pri","O",200,0,"55428","S19-0058307",NA,NA,NA,NA,NA,NA,NA,NA,22.73,0,0,364,0,22.73,"id1_ass_base"
"S19-0058527","AssBase","2019-09-20","2019-09-20","2019-10-09","2019-10-09",168.07,168.07,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002526009",2019,"HB-1643-KH","2019-01-01","2019-12-31",1,46,"H","Traditionnel",24.43,9.07,"Maxi",1,0,0,"Citadine","Citroen","Electrique/Hybride",1325,170,15060.42,11,3,"Pri","N",200,1,"3124","S19-0058527",NA,NA,NA,NA,NA,NA,NA,NA,23.37,0,0,364,0,23.37,"id1_ass_base"
"S19-0058773","AssBase","2019-12-24","2019-12-24","2020-01-12","2020-01-12",167.94,167.94,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002526193",2019,"MZ-4727-ZK","2019-01-11","2019-12-31",0.972602739726027,37,"H","Traditionnel",15.23,8.78,"Maxi",1,1,0,"Compacte","Renault","Diesel",1373,152,7171.34,19,2,"Pri","N",200,0,"42043","S19-0058773","S19-1331413",NA,NA,NA,NA,NA,NA,NA,23.21,20.35,0,354,0,43.56,"id1_ass_base"
"S19-0058791","AssBase","2019-07-17","2019-07-29","2019-08-23","2019-08-23",162.11,162.11,FALSE,FALSE,FALSE,FALSE,FALSE,12,1,1,"C002526212",2019,"ZE-9692-EH","2019-01-01","2019-12-31",1,60,"F","Cond Accompagnée",40.22,1.44,"Med2",1,0,0,"Citadine","Renault","Diesel",1639,199,24358.25,26,4,"Pri","N",200,0,"47186","S19-0058791",NA,NA,NA,NA,NA,NA,NA,NA,20.88,0,0,364,0,20.88,"id1_ass_base"
"S19-0058847","AssBase","2019-02-01","2019-02-01","2019-04-04","2019-04-04",211.76,211.76,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002526257",2019,"QK-6609-KN","2019-01-01","2019-12-31",1,62,"H","Traditionnel",42.04,14.96,"Mini",1,0,0,"SUV","Renault","Diesel",1708,158,13890.86,20,3,"Pri","N",300,1,"45310","S19-0058847",NA,NA,NA,NA,NA,NA,NA,NA,24.55,0,0,364,0,24.55,"id1_ass_base"
"S19-0059553","AssBase","2019-07-24","2019-07-24","2019-10-15","2019-10-15",206.25,206.25,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002526783",2019,"AA-0465-PN","2019-01-01","2019-12-31",1,55,"F","Traditionnel",35.44,12.07,"Mini",1,0,0,"Citadine","Citroen","Diesel",1204,168,20523.54,2,4,"Pro","N",200,0,"42053","S19-0059553",NA,NA,NA,NA,NA,NA,NA,NA,22.29,0,0,364,0,22.29,"id1_ass_base"
"S19-0059643","AssBase","2019-08-08","2019-08-14","2019-09-13","2019-09-13",221.24,221.24,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,"C002526830",2019,"EL-1933-DN","2019-01-01","2019-12-31",1,51,"F","Traditionnel",31.54,7.8,"Mini",1,0,0,"SUV","Renault","Diesel",1653,107,4350.59,29,2,"Pri","N",200,0,"80319","S19-0059643",NA,NA,NA,NA,NA,NA,NA,NA,22.63,0,0,364,0,22.63,"id1_ass_base"
"S19-0059716","AssBase","2019-08-14","2019-08-17","2020-12-22","2020-12-22",181.44,181.44,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C002526883",2019,"PC-1114-KZ","2019-01-01","2019-12-31",1,20,"H","Traditionnel",0.1,14.86,"Mini",1,0,0,"Citadine","Peugeot","Electrique/Hybride",1409,81,7190.23,6,3,"Pri","N",300,1,"57277","S19-0059716",NA,NA,NA,NA,NA,NA,NA,NA,20.95,0,0,364,1,20.95,"id1_ass_base"
"S19-0059759","AssBase","2019-02-28","2019-02-28","2019-04-16","2019-04-16",201.12,201.12,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002526909",2019,"LF-8654-NB","2019-01-01","2019-12-31",1,28,"F","Traditionnel",7.66,12.3,"Med2",1,1,1,"Compacte","Autre","Diesel",1650,146,10538.48,16,2,"Pro","N",200,0,"39406","S19-0059759",NA,NA,NA,NA,NA,NA,NA,NA,27.81,22.48,20.21,364,0,70.5,"id1_ass_base"
"S19-0059996","AssBase","2019-07-20","2019-07-22","2019-09-23","2019-09-23",192.15,192.15,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C002527078",2019,"TZ-0594-HK","2019-01-01","2019-12-31",1,24,"H","Traditionnel",3.59,5,"Maxi",1,0,0,"Familiale","Citroen","Essence",1421,179,29340.57,7,3,"Pri","N",200,0,"55567","S19-0059996",NA,NA,NA,NA,NA,NA,NA,NA,24.35,0,0,364,1,24.35,"id1_ass_base"
"S19-0060209","AssBase","2019-12-02","2019-12-02","2020-02-03","2020-02-03",193.09,193.09,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002527238",2019,"MA-9661-MJ","2019-01-01","2019-12-31",1,44,"F","Traditionnel",23.82,5.02,"Maxi",1,0,0,"SUV","Mercedes Benz","Diesel",1983,111,13094.75,27,2,"Pri","N",300,0,"12089","S19-0060209",NA,NA,NA,NA,NA,NA,NA,NA,22.35,0,0,364,0,22.35,"id1_ass_base"
"S19-0060337","AssBase","2019-10-14","2019-10-22","2020-02-02","2020-02-02",164.75,164.75,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1,"C002527331",2019,"AX-2209-FT","2019-01-01","2019-12-31",1,25,"H","Traditionnel",2.96,15.52,"Mini",1,0,0,"Citadine","Renault","Electrique/Hybride",1932,218,20424.6,16,4,"Pri","N",200,0,"47202","S19-0060337",NA,NA,NA,NA,NA,NA,NA,NA,23.92,0,0,364,1,23.92,"id1_ass_base"
"S19-0060611","AssBase","2019-10-30","2019-11-09","2019-11-28","2019-11-28",179.79,179.79,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,1,"C002527528",2019,"BB-8735-NK","2019-01-01","2019-12-31",1,36,"F","Traditionnel",16.35,8.71,"Mini",1,0,0,"Familiale","Renault","Essence",1006,163,9214.66,16,3,"Pri","N",300,0,"62341","S19-0060611",NA,NA,NA,NA,NA,NA,NA,NA,23.77,0,0,364,0,23.77,"id1_ass_base"
"S19-0060959","AssBase","2019-07-07","2019-07-07","2019-09-29","2019-09-29",196.45,196.45,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002527781",2019,"JD-0412-QK","2019-01-01","2019-12-31",1,33,"H","Traditionnel",11.44,9.06,"Maxi",1,0,0,"Compacte","Volkswagen","Essence",997,176,13917.56,8,4,"Pri","O",300,1,"19242","S19-0060959",NA,NA,NA,NA,NA,NA,NA,NA,23,0,0,364,0,23,"id1_ass_base"
"S19-0061144","AssBase","2019-11-20","2019-11-23","2019-12-25","2019-12-25",163.29,163.29,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C002527912",2019,"RR-0589-LA","2019-10-12","2019-12-31",0.221917808219178,22,"F","Cond Accompagnée",2.81,5.72,"Maxi",1,0,0,"Citadine","Renault","Essence",809,58,17780.76,16,3,"Pri","O",200,0,"87012","S19-0061144",NA,NA,NA,NA,NA,NA,NA,NA,5.19,0,0,80,1,5.19,"id1_ass_base"
"S19-0061910","AssBase","2019-12-24","2019-12-28","2020-02-16","2020-02-16",222.56,222.56,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C002528449",2019,"KK-8157-XK","2019-01-01","2019-12-31",1,25,"F","Traditionnel",3.44,15.5,"Mini",1,0,0,"Familiale","Autre","Diesel",1470,233,16220.69,21,3,"Pro","N",200,0,"68327","S19-0061910",NA,NA,NA,NA,NA,NA,NA,NA,24.79,0,0,364,0,24.79,"id1_ass_base"
"S19-0062017","AssBase","2019-09-05","2019-09-06","2019-11-08","2019-11-08",170.85,170.85,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002528515",2019,"LZ-8055-CJ","2019-01-01","2019-12-31",1,34,"F","Cond Accompagnée",13.1,13.38,"Mini",1,0,0,"Citadine","Citroen","Diesel",1336,86,6577.49,9,2,"Pri","N",400,0,"55500","S19-0062017",NA,NA,NA,NA,NA,NA,NA,NA,20.95,0,0,364,0,20.95,"id1_ass_base"
"S19-0062076","AssBase","2019-02-16","2019-02-17","2019-06-11","2019-06-11",190.64,190.64,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002528551",2019,"QH-6229-PS","2019-01-01","2019-12-31",1,48,"H","Traditionnel",27.06,10.68,"Med1",1,0,0,"Citadine","Peugeot","Diesel",1240,78,7511.58,8,3,"Pro","N",400,0,"9217","S19-0062076",NA,NA,NA,NA,NA,NA,NA,NA,21.39,0,0,364,0,21.39,"id1_ass_base"
"S19-0062264","AssBase","2019-03-02","2019-03-03","2019-06-19","2019-06-19",165.25,165.25,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002528691",2019,"HX-9301-CZ","2019-01-01","2019-12-31",1,49,"F","Cond Accompagnée",27.42,12.72,"Mini",1,0,0,"Citadine","Peugeot","Essence",1645,135,6139.94,6,2,"Pri","O",300,1,"70546","S19-0062264",NA,NA,NA,NA,NA,NA,NA,NA,21.55,0,0,364,0,21.55,"id1_ass_base"
"S19-0062280","AssBase","2019-10-21","2019-10-21","2019-11-01","2019-11-01",191.32,191.32,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002528705",2019,"PX-5262-CY","2019-01-01","2019-12-31",1,45,"H","Traditionnel",25.3,9.75,"Med2",1,0,0,"Citadine","Renault","Essence",882,77,5662.61,12,2,"Pri","O",200,0,"38218","S19-0062280",NA,NA,NA,NA,NA,NA,NA,NA,20.95,0,0,364,0,20.95,"id1_ass_base"
"S19-0062327","AssBase","2019-07-20","2019-07-22","2019-08-09","2019-08-09",156.71,156.71,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C002528737",2019,"FR-9145-JX","2019-01-01","2019-12-31",1,57,"H","Traditionnel",39,10.51,"Mini",1,0,0,"Citadine","Peugeot","Diesel",1031,169,15838.47,11,3,"Pri","N",200,0,"89102","S19-0062327",NA,NA,NA,NA,NA,NA,NA,NA,23.07,0,0,364,0,23.07,"id1_ass_base"
"S19-0062434","AssBase","2019-11-05","2019-11-05","2020-02-08","2020-02-08",204.87,204.87,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002528811",2019,"XM-2628-PM","2019-01-01","2019-12-31",1,35,"H","Traditionnel",14.07,12.01,"Med2",1,0,0,"Familiale","Renault","Electrique/Hybride",1076,63,11730.32,13,4,"Pri","N",200,0,"72136","S19-0062434",NA,NA,NA,NA,NA,NA,NA,NA,23.8,0,0,364,0,23.8,"id1_ass_base"
"S19-0062721","AssBase","2019-12-23","2019-12-24","2020-01-14","2020-01-14",185.33,185.33,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002529054",2019,"FC-7354-GP","2019-01-01","2019-12-31",1,20,"H","Traditionnel",2.15,14.34,"Mini",1,0,0,"Citadine","Peugeot","Diesel",1481,178,22273.88,24,4,"Pri","O",200,2,"19013","S19-0062721",NA,NA,"S19-3880534",NA,NA,NA,NA,NA,24.25,0,0,364,1,24.25,"id1_ass_base"
"S19-0063053","AssBase","2019-02-21","2019-02-21","2020-03-05","2020-03-05",179.87,179.87,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002529288",2019,"RZ-0086-RS","2019-01-01","2019-12-31",1,41,"F","Cond Accompagnée",20.53,11.42,"Mini",1,0,0,"SUV","Fiat","Diesel",2017,241,19324.44,11,4,"Pro","N",200,0,"76462","S19-0063053",NA,NA,NA,NA,NA,NA,NA,NA,23.49,0,0,364,0,23.49,"id1_ass_base"
"S19-0063161","AssBase","2019-08-21","2019-08-25","2019-12-19","2019-12-19",1881.45,1881.45,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,"C002529378",2019,"ND-6676-QG","2019-01-01","2019-12-31",1,53,"F","Traditionnel",33.46,5.33,"Maxi",1,0,0,"SUV","BMW","Electrique/Hybride",1566,239,26358.94,26,4,"Pri","N",200,0,"7083","S19-0063161",NA,NA,NA,NA,NA,NA,NA,NA,25.28,0,0,364,0,25.28,"id1_ass_base"
"S19-0063535","AssBase","2019-07-31","2019-08-11","2019-11-08","2019-11-08",176.64,176.64,FALSE,FALSE,FALSE,FALSE,FALSE,11,1,1,"C002529651",2019,"QL-1713-EM","2019-01-01","2019-12-31",1,36,"F","Cond Accompagnée",16.49,4.2,"Maxi",1,1,1,"Citadine","Renault","Diesel",1890,178,17758.98,17,3,"Pri","N",300,2,"10179","S19-0063535",NA,NA,NA,NA,NA,NA,NA,NA,25.92,21.27,19.29,364,0,66.48,"id1_ass_base"
"S19-0063924","AssBase","2019-08-21","2019-08-22","2019-11-26","2019-11-26",208.52,208.52,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002529924",2019,"KE-2417-TT","2019-01-01","2019-12-31",1,30,"H","Traditionnel",8.17,17.08,"Med2",1,0,0,"Citadine","Autre","Diesel",2106,195,15862.24,13,4,"Pri","N",200,1,"79299","S19-0063924",NA,NA,NA,NA,NA,NA,NA,NA,22.37,0,0,364,0,22.37,"id1_ass_base"
"S19-0064360","AssBase","2019-08-16","2019-08-16","2019-08-30","2019-08-30",1806.21,1806.21,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002530281",2019,"HQ-8671-ST","2019-01-01","2019-12-31",1,28,"H","Traditionnel",8.02,3.16,"Maxi",1,1,0,"Compacte","Autre","Electrique/Hybride",1269,117,10998.35,22,3,"Pri","N",400,1,"13012","S19-0064360",NA,NA,NA,NA,NA,NA,NA,NA,21.8,19.12,0,364,0,40.92,"id1_ass_base"
"S19-0064971","AssBase","2019-11-21","2019-11-24","2019-11-24","2019-11-24",215.31,215.31,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,"C002530702",2019,"NR-5464-ZS","2019-01-01","2019-12-31",1,31,"F","Traditionnel",10.64,5.39,"Med2",1,0,0,"Compacte","Mercedes Benz","Essence",785,89,23186.46,2,5,"Pri","N",400,2,"93072","S19-0064971",NA,NA,NA,NA,NA,NA,NA,NA,23.35,0,0,364,0,23.35,"id1_ass_base"
"S19-0064992","AssBase","2019-02-06","2019-02-07","2019-02-07","2019-02-07",205.53,205.53,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002530715",2019,"MN-3948-SM","2019-01-01","2019-12-31",1,44,"H","Traditionnel",25.09,13.9,"Mini",1,0,0,"Familiale","Renault","Diesel",1458,135,5483.19,5,1,"Pro","N",200,1,"72080","S19-0064992",NA,NA,NA,NA,NA,NA,NA,NA,21.26,0,0,364,0,21.26,"id1_ass_base"
"S19-0065830","AssBase","2019-05-10","2019-05-10","2019-09-26","2019-09-26",230.18,230.18,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002531352",2019,"JF-8781-EC","2019-01-01","2019-12-31",1,45,"H","Cond Accompagnée",26.71,11.88,"Mini",1,0,0,"SUV","Peugeot","Diesel",1335,149,8791.3,21,3,"Pro","N",200,2,"4028","S19-0065830",NA,NA,NA,NA,NA,NA,NA,NA,23.76,0,0,364,0,23.76,"id1_ass_base"
"S19-0067107","AssBase","2019-10-15","2019-10-16","2019-12-04","2019-12-04",154.28,154.28,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002532273",2019,"FF-5673-RA","2019-01-01","2019-12-31",1,40,"F","Traditionnel",19.25,19.29,"Mini",1,0,0,"Citadine","Peugeot","Essence",1406,121,14161.18,18,3,"Pri","O",500,0,"4021","S19-0067107",NA,NA,NA,NA,NA,NA,NA,NA,22.79,0,0,364,0,22.79,"id1_ass_base"
"S19-0067219","AssBase","2019-03-08","2019-03-08","2019-04-25","2019-04-25",218.15,218.15,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002532347",2019,"CH-0211-DS","2019-01-01","2019-12-31",1,66,"F","Cond Accompagnée",47.48,13.53,"Mini",1,0,0,"Citadine","Renault","Essence",1487,90,3843.5,13,2,"Pri","N",500,0,"28130","S19-0067219",NA,NA,NA,NA,NA,NA,NA,NA,20.51,0,0,364,0,20.51,"id1_ass_base"
"S19-0067264","AssBase","2019-02-26","2019-02-26","2020-06-25","2020-06-25",223.22,223.22,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002532381",2019,"SC-7389-BT","2019-01-01","2019-12-31",1,73,"F","Traditionnel",52.69,7.27,"Med1",1,0,0,"SUV","Autre","Diesel",1350,97,7949.31,20,2,"Pri","N",300,1,"89175","S19-0067264",NA,NA,NA,NA,NA,NA,NA,NA,23.45,0,0,364,0,23.45,"id1_ass_base"
"S19-0067338","AssBase","2019-07-30","2019-07-30","2019-08-31","2019-08-31",159.34,159.34,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002532438",2019,"RG-1983-XX","2019-01-01","2019-12-31",1,52,"H","Traditionnel",30.22,4.32,"Maxi",1,0,0,"Citadine","Ford","Essence",1527,171,18096.59,17,3,"Pri","N",400,0,"50130","S19-0067338",NA,NA,NA,NA,NA,NA,NA,NA,20.96,0,0,364,0,20.96,"id1_ass_base"
"S19-0067474","AssBase","2019-04-25","2019-04-27","2020-03-15","2020-03-15",233.09,233.09,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,"C002532526",2019,"LS-4586-GB","2019-01-01","2019-12-31",1,24,"H","Traditionnel",2.1,4.07,"Maxi",1,1,1,"SUV","Citroen","Essence",1192,66,13558.8,7,3,"Pri","N",200,0,"34075","S19-0067474",NA,NA,NA,NA,NA,NA,NA,NA,26.44,21.6,19.55,364,1,67.59,"id1_ass_base"
"S19-0067789","AssBase","2019-02-08","2019-02-08","2019-02-08","2019-02-08",235.19,235.19,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002532762",2019,"QC-6415-YT","2019-01-01","2019-12-31",1,66,"H","Traditionnel",46.22,3.44,"Mini",1,0,0,"SUV","Citroen","Electrique/Hybride",1554,206,21274.46,25,3,"Pri","N",200,0,"76302","S19-0067789",NA,NA,NA,NA,NA,NA,NA,NA,24.29,0,0,364,0,24.29,"id1_ass_base"
"S19-0067907","AssBase","2019-11-12","2019-11-13","2019-12-11","2019-12-11",217.6,217.6,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002532842",2019,"NN-8203-XD","2019-01-01","2019-12-31",1,49,"H","Cond Accompagnée",27.41,4.27,"Maxi",1,1,1,"Familiale","Audi","Essence",856,115,8516.74,5,3,"Pro","N",200,0,"39389","S19-0067907",NA,NA,NA,NA,NA,NA,NA,NA,24.28,20.22,18.49,364,0,62.99,"id1_ass_base"
"S19-0068067","AssBase","2019-08-01","2019-08-01","2019-10-17","2019-10-17",171.41,171.41,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002532964",2019,"FK-9824-SM","2019-01-01","2019-12-31",1,37,"F","Cond Accompagnée",17.82,13.57,"Med2",1,0,0,"Familiale","Autre","Essence",780,60,4658.83,21,2,"Pri","N",400,0,"18289","S19-0068067",NA,NA,NA,NA,NA,NA,NA,NA,22.46,0,0,364,0,22.46,"id1_ass_base"
"S19-0068244","AssBase","2019-08-04","2019-08-05","2019-08-05","2019-08-05",194.51,194.51,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002533086",2019,"HP-8336-XR","2019-01-01","2019-12-31",1,37,"H","Traditionnel",15.55,8.87,"Mini",1,0,0,"Compacte","Citroen","Essence",1421,62,6256.55,3,2,"Pri","N",400,0,"70140","S19-0068244",NA,NA,NA,NA,NA,NA,NA,NA,22,0,0,364,0,22,"id1_ass_base"
"S19-0068372","AssBase","2019-12-25","2019-12-25","2020-01-09","2020-01-09",150.78,150.78,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002533182",2019,"HD-8294-KE","2019-01-01","2019-12-31",1,27,"F","Cond Accompagnée",7.08,11.63,"Mini",1,0,0,"Citadine","Peugeot","Essence",955,142,17223.7,20,4,"Pri","N",400,1,"33308","S19-0068372",NA,NA,NA,NA,NA,NA,NA,NA,23.57,0,0,364,0,23.57,"id1_ass_base"
"S19-0068673","AssBase","2019-07-04","2019-07-04","2019-11-01","2019-11-01",160.59,160.59,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002533401",2019,"NJ-0744-YG","2019-01-01","2019-12-31",1,19,"H","Traditionnel",0.15,17.89,"Med2",1,1,1,"Compacte","Fiat","Diesel",1452,92,7195,10,2,"Pri","N",200,0,"40207","S19-0068673",NA,NA,NA,NA,NA,NA,NA,NA,24,20.04,18.36,364,1,62.4,"id1_ass_base"
"S19-0068728","AssBase","2019-12-01","2019-12-01","2020-01-02","2020-01-02",212.61,212.61,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002533443",2019,"NP-1903-RY","2019-01-01","2019-12-31",1,30,"F","Traditionnel",11.1,9.37,"Med2",1,0,0,"Citadine","Citroen","Electrique/Hybride",1506,181,23321.37,12,4,"Pri","N",500,0,"21288","S19-0068728",NA,NA,NA,NA,NA,NA,NA,NA,23.92,0,0,364,0,23.92,"id1_ass_base"
"S19-0069099","AssBase","2019-02-01","2019-02-02","2019-02-16","2019-02-16",207.09,207.09,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,1,"C002533732",2019,"BT-9621-NB","2019-01-01","2019-12-31",1,39,"F","Traditionnel",20.94,6.62,"Mini",1,0,0,"Familiale","Fiat","Electrique/Hybride",975,182,7807.77,16,3,"Pri","N",200,0,"71584","S19-0069099",NA,NA,NA,NA,NA,NA,NA,NA,23.26,0,0,364,0,23.26,"id1_ass_base"
"S19-0069372","AssBase","2019-01-04","2019-01-12","2019-02-12","2019-02-12",200.43,200.43,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1,"C002533944",2019,"DP-7625-DB","2019-01-01","2019-12-31",1,41,"F","Cond Accompagnée",19.5,7.1,"Mini",1,0,0,"Citadine","Renault","Essence",1641,162,7305.53,21,3,"Pri","O",200,2,"76652","S19-0069372",NA,NA,NA,NA,NA,NA,NA,NA,21.98,0,0,364,0,21.98,"id1_ass_base"
"S19-0069605","AssBase","2019-04-10","2019-04-16","2019-05-03","2019-05-03",183.79,183.79,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,1,"C002534134",2019,"ST-4116-AL","2019-01-01","2019-12-31",1,68,"F","Traditionnel",46.92,12.66,"Mini",1,0,0,"Compacte","Citroen","Diesel",1998,163,12703.02,27,3,"Pri","N",200,0,"33292","S19-0069605",NA,NA,NA,NA,NA,NA,NA,NA,23.5,0,0,364,0,23.5,"id1_ass_base"
"S19-0069891","AssBase","2019-09-20","2019-09-20","2019-10-02","2019-10-02",174.13,174.13,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002534344",2019,"FX-6443-CY","2019-02-23","2019-12-31",0.854794520547945,36,"H","Traditionnel",17.75,9.76,"Mini",1,0,0,"Familiale","Mercedes Benz","Diesel",1857,208,21868.13,13,4,"Pri","N",200,1,"62600","S19-0069891",NA,NA,NA,NA,NA,NA,NA,NA,22.26,0,0,311,0,22.26,"id1_ass_base"
"S19-0070016","AssBase","2019-02-04","2019-02-04","2019-03-09","2019-03-09",209.65,209.65,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002534437",2019,"ZC-4298-SR","2019-01-01","2019-12-31",1,31,"H","Traditionnel",12.3,8.81,"Mini",1,0,0,"Familiale","Volkswagen","Diesel",1300,145,15754.74,14,3,"Pri","N",200,0,"71328","S19-0070016",NA,NA,NA,NA,NA,NA,NA,NA,24.79,0,0,364,0,24.79,"id1_ass_base"
"S19-0070055","AssBase","2019-05-07","2019-05-07","2019-06-09","2019-06-09",164.39,164.39,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,"C002534462",2019,"XK-9623-KG","2019-01-01","2019-12-31",1,50,"F","Traditionnel",28.42,11.57,"Mini",1,0,0,"Familiale","Renault","Electrique/Hybride",1524,153,13218.02,14,3,"Pro","N",200,0,"39289","S19-0070055",NA,NA,NA,NA,NA,NA,NA,NA,23.8,0,0,364,0,23.8,"id1_ass_base"
"S19-0070192","AssBase","2019-09-06","2019-09-14","2020-08-03","2020-08-03",175.96,175.96,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,1,"C002534551",2019,"DY-0052-CB","2019-01-01","2019-12-31",1,31,"F","Traditionnel",12.14,6.99,"Mini",1,0,0,"Citadine","Ford","Essence",1215,137,17502.1,23,3,"Pri","O",400,1,"53208","S19-0070192",NA,NA,NA,NA,NA,NA,NA,NA,23.07,0,0,364,0,23.07,"id1_ass_base"
